"Name","SI","Handles","VM","WS","PM","NPM","Path","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"conhost","2","100","2203421528064","1114112","6496256","7328","C:\WINDOWS\system32\conhost.exe","System.Diagnostics.Process (NVIDIA Web Helper)","Microsoft Corporation","0.046875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8712","6",,"False","11/30/2020 6:07:51 AM",,"17760",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7328","7328","6496256","6496256","120960","120960","6557696","6557696","11071488","11071488","2203444596736","126373888","True","BelowNormal","6496256","6496256","conhost","255","2",,"System.Diagnostics.ProcessThreadCollection","100","2203421528064","103305216","False",,,,"1114112","1114112",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0312500","00:00:00.0468750","00:00:00.0156250","0","","True",,
"conhost","2","104","2203407847424","6393856","1814528","7744","C:\WINDOWS\system32\conhost.exe","System.Diagnostics.Process (Code)","Microsoft Corporation","0.34375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7436","8",,"False","12/1/2020 5:51:45 AM",,"27412",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7744","7744","1814528","1814528","120856","120856","1814528","1814528","6533120","6533120","2203408896000","90673152","True","Normal","1814528","1814528","conhost","255","2",,"System.Diagnostics.ProcessThreadCollection","104","2203407847424","89624576","False",,,,"6393856","6393856",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0781250","00:00:00.3437500","00:00:00.2656250","0","","True",,
"Creative Cloud","2","860","433143808","88309760","34942976","68216","C:\Program Files (x86)\Adobe\Adobe Creative Cloud\ACC\Creative Cloud.exe",,"Adobe Inc.","395.578125","4.9.0.504","4.9.0.504","Adobe Creative Cloud","Adobe Creative Cloud","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5940","8",,"False","11/30/2020 6:08:31 AM",,"4496",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","68216","68216","34942976","34942976","714824","714824","35348480","35348480","118906880","118906880","473493504","473493504","True","Normal","34942976","34942976","Creative Cloud","255","2",,"System.Diagnostics.ProcessThreadCollection","860","433143808","433143808","False",,,,"88309760","88309760",,"System.Diagnostics.ProcessModule (Creative Cloud.exe)","00:01:56.4062500","00:06:35.5781250","00:04:39.1718750","0","","True",,
"csrss","0","1012","2203418062848","4407296","1949696","32696",,,,,,,,,"Process",,,"13",,,,,"948",".",,,,"32696","32696","1949696","1949696","327256","327256","2265088","2265088","5304320","5304320","2203421233152","103010304",,,"1949696","1949696","csrss",,"0",,"System.Diagnostics.ProcessThreadCollection","1012","2203418062848","99840000","False",,,,"4407296","4407296",,,,,,"0","","True",,
"csrss","2","950","2203472191488","6385664","3403776","33976",,,,,,,,,"Process",,,"13",,,,,"6460",".",,,,"33976","33976","3403776","3403776","359080","359080","35377152","35377152","72773632","72773632","2203540545536","222322688",,,"3403776","3403776","csrss",,"2",,"System.Diagnostics.ProcessThreadCollection","950","2203472191488","153968640","False",,,,"6385664","6385664",,,,,,"0","","True",,
"ctfmon","2","821","2203501723648","23097344","29364224","22144",,,,"117.65625",,,,,"Process",,,"13",,"False","11/30/2020 6:07:58 AM",,"20708",".",,,,"22144","22144","29364224","29364224","208584","208584","29368320","29368320","28180480","28180480","2203504287744","186064896",,,"29364224","29364224","ctfmon",,"2",,"System.Diagnostics.ProcessThreadCollection","821","2203501723648","183500800","False",,,,"23097344","23097344",,,"00:01:17.2656250","00:01:57.6562500","00:00:40.3906250","0","","True",,
"dasHost","0","441","2203431464960","17334272","7262208","22728",,,,,,,,,"Process",,,"8",,,,,"6504",".",,,,"22728","22728","7262208","7262208","142664","142664","9826304","9826304","21028864","21028864","2203447693312","129470464",,,"7262208","7262208","dasHost",,"0",,"System.Diagnostics.ProcessThreadCollection","441","2203431464960","113242112","False",,,,"17334272","17334272",,,,,,"0","","True",,
"dasHost","0","230","2203403403264","9916416","3051520","13840",,,,,,,,,"Process",,,"8",,,,,"9888",".",,,,"13840","13840","3051520","3051520","108808","108808","4108288","4108288","16285696","16285696","2203417604096","99381248",,,"3051520","3051520","dasHost",,"0",,"System.Diagnostics.ProcessThreadCollection","230","2203403403264","85180416","False",,,,"9916416","9916416",,,,,,"0","","True",,
"dasHost","0","79","2203383447552","4362240","2326528","7952",,,,,,,,,"Process",,,"8",,,,,"23548",".",,,,"7952","7952","2326528","2326528","38832","38832","2392064","2392064","5500928","5500928","2203384496128","66273280",,,"2326528","2326528","dasHost",,"0",,"System.Diagnostics.ProcessThreadCollection","79","2203383447552","65224704","False",,,,"4362240","4362240",,,,,,"0","","True",,
"DAX3API","0","393","4925067264","31948800","30154752","26680",,,,,,,,,"Process",,,"8",,,,,"5256",".",,,,"26680","26680","30154752","30154752","344384","344384","31395840","31395840","44359680","44359680","4936863744","641896448",,,"30154752","30154752","DAX3API",,"0",,"System.Diagnostics.ProcessThreadCollection","393","4925067264","630099968","False",,,,"31948800","31948800",,,,,,"0","","True",,
"DbgHost","0","274","4435496960","13254656","21168128","19200",,,,,,,,,"Process",,,"8",,,,,"10744",".",,,,"19200","19200","21168128","21168128","150112","150112","21295104","21295104","19222528","19222528","4440666112","145698816",,,"21168128","21168128","DbgHost",,"0",,"System.Diagnostics.ProcessThreadCollection","274","4435496960","140529664","False",,,,"13254656","13254656",,,,,,"0","","True",,
"DbgHost","0","307","4434427904","14303232","22061056","19064",,,,,,,,,"Process",,,"8",,,,,"20980",".",,,,"19064","19064","22061056","22061056","150096","150096","22196224","22196224","20451328","20451328","4441698304","146731008",,,"22061056","22061056","DbgHost",,"0",,"System.Diagnostics.ProcessThreadCollection","307","4434427904","139460608","False",,,,"14303232","14303232",,,,,,"0","","True",,
"DbgHost","0","277","4435496960","14528512","21446656","19064",,,,,,,,,"Process",,,"8",,,,,"23196",".",,,,"19064","19064","21446656","21446656","150320","150320","21544960","21544960","19763200","19763200","4440670208","145702912",,,"21446656","21446656","DbgHost",,"0",,"System.Diagnostics.ProcessThreadCollection","277","4435496960","140529664","False",,,,"14528512","14528512",,,,,,"0","","True",,
"DbgSvc","0","283","4432216064","15134720","7110656","17992",,,,,,,,,"Process",,,"8",,,,,"4552",".",,,,"17992","17992","7110656","7110656","154488","154488","7340032","7340032","16957440","16957440","4434767872","139800576",,,"7110656","7110656","DbgSvc",,"0",,"System.Diagnostics.ProcessThreadCollection","283","4432216064","137248768","False",,,,"15134720","15134720",,,,,,"0","","True",,
"DiscoverySrv","0","253","70676480","12443648","3977216","19208",,,,,,,,,"Process",,,"8",,,,,"6596",".",,,,"19208","19208","3977216","3977216","123240","123240","4980736","4980736","15437824","15437824","79908864","79908864",,,"3977216","3977216","DiscoverySrv",,"0",,"System.Diagnostics.ProcessThreadCollection","253","70676480","70676480","False",,,,"12443648","12443648",,,,,,"0","","True",,
"dllhost","0","200","2203550310400","10072064","3526656","17264",,,,,,,,,"Process",,,"8",,,,,"10684",".",,,,"17264","17264","3526656","3526656","111416","111416","4263936","4263936","11796480","11796480","2203558273024","240050176",,,"3526656","3526656","dllhost",,"0",,"System.Diagnostics.ProcessThreadCollection","200","2203550310400","232087552","False",,,,"10072064","10072064",,,,,,"0","","True",,
"dllhost","2","244","2203572916224","11317248","5550080","22840","C:\WINDOWS\system32\DllHost.exe",,"Microsoft Corporation","0.34375","10.0.19041.546 (WinBuild.160101.0800)","10.0.19041.546","COM Surrogate","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5460","8",,"False","11/30/2020 6:11:04 AM",,"11760",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22840","22840","5550080","5550080","156208","156208","6012928","6012928","14000128","14000128","2203582107648","263884800","True","Normal","5550080","5550080","dllhost","255","2",,"System.Diagnostics.ProcessThreadCollection","244","2203572916224","254693376","False",,,,"11317248","11317248",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.2343750","00:00:00.3437500","00:00:00.1093750","0","","True",,
"dllhost","0","256","2203427688448","14237696","6881280","19344",,,,,,,,,"Process",,,"8",,,,,"19452",".",,,,"19344","19344","6881280","6881280","106112","106112","6918144","6918144","16527360","16527360","2203431813120","113590272",,,"6881280","6881280","dllhost",,"0",,"System.Diagnostics.ProcessThreadCollection","256","2203427688448","109465600","False",,,,"14237696","14237696",,,,,,"0","","True",,
"dwm","2","1333","2204228579328","106090496","236826624","61272",,,,,,,,,"Process",,,"13",,,,,"14184",".",,,,"61272","61272","236826624","236826624","1193552","1193552","656564224","656564224","417685504","417685504","2204536492032","1218269184",,,"236826624","236826624","dwm",,"2",,"System.Diagnostics.ProcessThreadCollection","1333","2204228579328","910356480","False",,,,"106090496","106090496",,,,,,"0","","True",,
"esif_uf","0","98","2203385417728","4562944","1507328","6720",,,,,,,,,"Process",,,"13",,,,,"5296",".",,,,"6720","6720","1507328","1507328","62432","62432","1593344","1593344","5718016","5718016","2203389612032","71389184",,,"1507328","1507328","esif_uf",,"0",,"System.Diagnostics.ProcessThreadCollection","98","2203385417728","67194880","False",,,,"4562944","4562944",,,,,,"0","","True",,
"explorer","2","4350","2204718252032","185307136","157089792","232376","C:\WINDOWS\Explorer.EXE",,"Microsoft Corporation","839.8125","10.0.19041.610 (WinBuild.160101.0800)","10.0.19041.610","Windows Explorer","Microsoft? Windows? Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6324","8",,"False","11/30/2020 6:07:52 AM",,"5704",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","232376","232376","157089792","157089792","1509600","1509600","468553728","468553728","285773824","285773824","2207334969344","-278220800","True","Normal","157089792","157089792","explorer","255","2",,"System.Diagnostics.ProcessThreadCollection","4350","2204718252032","1400029184","False",,,,"185307136","185307136",,"System.Diagnostics.ProcessModule (Explorer.EXE)","00:07:47.1562500","00:13:59.8125000","00:06:12.6562500","66312","","True",,
"FAHWindow64","2","141","4416872448","8548352","3338240","12032","C:\Program Files\WinZip\FAHWindow64.exe",,"WinZip Computing, S.L.","7430.203125","3.0.0.3","3.0.0.3","File Association Helper","File Association Helper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8368","8",,"False","11/30/2020 6:08:13 AM",,"20460",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12032","12032","3338240","3338240","148672","148672","4005888","4005888","11022336","11022336","4428718080","133750784","True","Normal","3338240","3338240","FAHWindow64","255","2",,"System.Diagnostics.ProcessThreadCollection","141","4416872448","121905152","False",,,,"8548352","8548352",,"System.Diagnostics.ProcessModule (FAHWindow64.exe)","01:32:42.5468750","02:03:50.2031250","00:31:07.6562500","0","","True",,
"FileCoAuth","2","395","173875200","22216704","8740864","20088","C:\Users\blain\AppData\Local\Microsoft\OneDrive\20.169.0823.0008\FileCoAuth.exe",,"Microsoft Corporation","8.5625","20.169.0823.0008","20.169.0823.0008","Microsoft OneDriveFile Co-Authoring Executable","Microsoft OneDrive","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4280","8",,"False","11/30/2020 6:08:11 AM",,"8112",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20088","20088","8740864","8740864","199648","199648","8921088","8921088","25358336","25358336","178278400","178278400","True","Normal","8740864","8740864","FileCoAuth","255","2",,"System.Diagnostics.ProcessThreadCollection","395","173875200","173875200","False",,,,"22216704","22216704",,"System.Diagnostics.ProcessModule (FileCoAuth.exe)","00:00:05.4218750","00:00:08.5625000","00:00:03.1406250","0","","True",,
"FNPLicensingService","0","207","74129408","12505088","6283264","20000",,,,,,,,,"Process",,,"8",,,,,"14008",".",,,,"20000","20000","6283264","6283264","99584","99584","6397952","6397952","13471744","13471744","75513856","75513856",,,"6283264","6283264","FNPLicensingService",,"0",,"System.Diagnostics.ProcessThreadCollection","207","74129408","74129408","False",,,,"12505088","12505088",,,,,,"0","","True",,
"fontdrvhost","0","39","2203388956672","2367488","1765376","5840",,,,,,,,,"Process",,,"8",,,,,"1244",".",,,,"5840","5840","1765376","1765376","39376","39376","1794048","1794048","3899392","3899392","2203389480960","71258112",,,"1765376","1765376","fontdrvhost",,"0",,"System.Diagnostics.ProcessThreadCollection","39","2203388956672","70733824","False",,,,"2367488","2367488",,,,,,"0","","True",,
"fontdrvhost","2","39","2203435053056","26882048","6287360","11960",,,,,,,,,"Process",,,"8",,,,,"13844",".",,,,"11960","11960","6287360","6287360","100736","100736","11984896","11984896","41127936","41127936","2203683917824","365694976",,,"6287360","6287360","fontdrvhost",,"2",,"System.Diagnostics.ProcessThreadCollection","39","2203435053056","116830208","False",,,,"26882048","26882048",,,,,,"0","","True",,
"GenuineService","2","210","78585856","11943936","4202496","16472","C:\Users\blain\AppData\Local\Programs\Autodesk\Genuine Service\GenuineService.exe",,"Autodesk","270.609375","3.2.0.0","3.2.0.0","Autodesk Genuine Service","Autodesk Genuine Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3872","8",,"False","11/30/2020 6:08:36 AM",,"21492",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16472","16472","4202496","4202496","143960","143960","5242880","5242880","14577664","14577664","85856256","85856256","True","Normal","4202496","4202496","GenuineService","255","2",,"System.Diagnostics.ProcessThreadCollection","210","78585856","78585856","False",,,,"11943936","11943936",,"System.Diagnostics.ProcessModule (GenuineService.exe)","00:03:41.4687500","00:04:30.6093750","00:00:49.1406250","0","","True",,
"GitHubDesktop","2","565","2204010717184","92495872","172433408","32376","C:\Users\blain\AppData\Local\GitHubDesktop\app-2.6.0\GitHubDesktop.exe","System.Diagnostics.Process (GitHubDesktop)","GitHub, Inc.","32.71875","2.6.0","2.6.0","","GitHub Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7364","10",,"False","12/1/2020 6:01:40 PM",,"304",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32376","32376","172433408","172433408","814384","814384","206176256","206176256","103936000","103936000","2204068306944","750084096","True","AboveNormal","172433408","172433408","GitHubDesktop","255","2",,"System.Diagnostics.ProcessThreadCollection","565","2204010717184","692494336","False",,,,"92495872","92495872",,"System.Diagnostics.ProcessModule (GitHubDesktop.exe)","00:00:08.4218750","00:00:32.7187500","00:00:24.2968750","0","","True",,
"GitHubDesktop","2","396","2203594915840","35749888","23068672","18448","C:\Users\blain\AppData\Local\GitHubDesktop\app-2.6.0\GitHubDesktop.exe","System.Diagnostics.Process (GitHubDesktop)","GitHub, Inc.","2.265625","2.6.0","2.6.0","","GitHub Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5508","8",,"False","12/1/2020 6:01:40 PM",,"18676",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18448","18448","23068672","23068672","438448","438448","23187456","23187456","44736512","44736512","2203604668416","286445568","True","Normal","23068672","23068672","GitHubDesktop","255","2",,"System.Diagnostics.ProcessThreadCollection","396","2203594915840","276692992","False",,,,"35749888","35749888",,"System.Diagnostics.ProcessModule (GitHubDesktop.exe)","00:00:01.3437500","00:00:02.2656250","00:00:00.9218750","0","","True",,
"GitHubDesktop","2","675","2208027213824","72486912","37498880","32344","C:\Users\blain\AppData\Local\GitHubDesktop\app-2.6.0\GitHubDesktop.exe",,"GitHub, Inc.","28.734375","2.6.0","2.6.0","","GitHub Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5124","8",,"False","12/1/2020 6:01:40 PM",,"25884",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32344","32344","37498880","37498880","643384","643384","39907328","39907328","75649024","75649024","2212172300288","264142848","True","Normal","37498880","37498880","GitHubDesktop","255","2",,"System.Diagnostics.ProcessThreadCollection","675","2208027213824","414023680","False",,,,"72486912","72486912",,"System.Diagnostics.ProcessModule (GitHubDesktop.exe)","00:00:06.3593750","00:00:28.7343750","00:00:22.3750000","38602012","GitHub Desktop","True",,
"GitHubDesktop","2","549","2216614006784","98312192","72216576","30160","C:\Users\blain\AppData\Local\GitHubDesktop\app-2.6.0\GitHubDesktop.exe","System.Diagnostics.Process (GitHubDesktop)","GitHub, Inc.","47.640625","2.6.0","2.6.0","","GitHub Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8076","8",,"False","12/1/2020 6:01:40 PM",,"27680",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30160","30160","72216576","72216576","518544","518544","85151744","85151744","113479680","113479680","2220856803328","358711296","True","Normal","72216576","72216576","GitHubDesktop","255","2",,"System.Diagnostics.ProcessThreadCollection","549","2216614006784","410882048","False",,,,"98312192","98312192",,"System.Diagnostics.ProcessModule (GitHubDesktop.exe)","00:00:09.7187500","00:00:47.6406250","00:00:37.9218750","0","","True",,
"GoogleCrashHandler","0","167","59924480","1130496","2453504","13136",,,,,,,,,"Process",,,"4",,,,,"7052",".",,,,"13136","13136","2453504","2453504","97800","97800","2744320","2744320","8486912","8486912","65167360","65167360",,,"2453504","2453504","GoogleCrashHandler",,"0",,"System.Diagnostics.ProcessThreadCollection","167","59924480","59924480","False",,,,"1130496","1130496",,,,,,"0","","True",,
"GoogleCrashHandler64","0","150","4395581440","1093632","3231744","11440",,,,,,,,,"Process",,,"4",,,,,"6804",".",,,,"11440","11440","3231744","3231744","106416","106416","3301376","3301376","8187904","8187904","4397678592","102711296",,,"3231744","3231744","GoogleCrashHandler64",,"0",,"System.Diagnostics.ProcessThreadCollection","150","4395581440","100614144","False",,,,"1093632","1093632",,,,,,"0","","True",,
"Idle","0","0","8192","8192","61440","272",,,,,,,,,"Process",,,"0",,,,,"0",".",,,,"272","272","61440","61440","0","0","61440","61440","12288","12288","8192","8192",,,"61440","61440","Idle",,"0",,"System.Diagnostics.ProcessThreadCollection","0","8192","8192","False",,,,"8192","8192",,,,,,"0","","True",,
"igfxCUIService","0","173","2203399610368","6717440","2195456","9984",,,,,,,,,"Process",,,"8",,,,,"2556",".",,,,"9984","9984","2195456","2195456","90984","90984","2342912","2342912","9465856","9465856","2203405901824","87678976",,,"2195456","2195456","igfxCUIService",,"0",,"System.Diagnostics.ProcessThreadCollection","173","2203399610368","81387520","False",,,,"6717440","6717440",,,,,,"0","","True",,
"igfxEM","2","1160","2203506466816","24690688","12476416","26512","C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_767e7683f9ad126c\igfxEM.exe",,"Intel Corporation","6.984375","6.15.100.6519","6.15.100.6519","igfxEM Module","Intel(R) Common User Interface","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2632","8",,"False","11/30/2020 6:07:52 AM",,"5700",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26512","26512","12476416","12476416","285448","285448","14041088","14041088","34172928","34172928","2203514810368","196587520","True","Normal","12476416","12476416","igfxEM","255","2",,"System.Diagnostics.ProcessThreadCollection","1160","2203506466816","188243968","False",,,,"24690688","24690688",,"System.Diagnostics.ProcessModule (igfxEM.exe)","00:00:05.3125000","00:00:06.9843750","00:00:01.6718750","0","","True",,
"ijplmsvc","0","147","44404736","6819840","1441792","9168",,,,,,,,,"Process",,,"8",,,,,"5388",".",,,,"9168","9168","1441792","1441792","88256","88256","1519616","1519616","7221248","7221248","47288320","47288320",,,"1441792","1441792","ijplmsvc",,"0",,"System.Diagnostics.ProcessThreadCollection","147","44404736","44404736","False",,,,"6819840","6819840",,,,,,"0","","True",,
"IntelCpHDCPSvc","0","159","2203392016384","6189056","2191360","8352",,,,,,,,,"Process",,,"8",,,,,"4788",".",,,,"8352","8352","2191360","2191360","77432","77432","2232320","2232320","7954432","7954432","2203397296128","79073280",,,"2191360","2191360","IntelCpHDCPSvc",,"0",,"System.Diagnostics.ProcessThreadCollection","159","2203392016384","73793536","False",,,,"6189056","6189056",,,,,,"0","","True",,
"IntelCpHeciSvc","0","141","2203390767104","5988352","1687552","7672",,,,,,,,,"Process",,,"8",,,,,"7504",".",,,,"7672","7672","1687552","1687552","71216","71216","1789952","1789952","7598080","7598080","2203396009984","77787136",,,"1687552","1687552","IntelCpHeciSvc",,"0",,"System.Diagnostics.ProcessThreadCollection","141","2203390767104","72544256","False",,,,"5988352","5988352",,,,,,"0","","True",,
"IPCPlgSvr","0","154","48893952","6569984","1630208","11544",,,,,,,,,"Process",,,"8",,,,,"5340",".",,,,"11544","11544","1630208","1630208","96464","96464","1904640","1904640","7249920","7249920","54136832","54136832",,,"1630208","1630208","IPCPlgSvr",,"0",,"System.Diagnostics.ProcessThreadCollection","154","48893952","48893952","False",,,,"6569984","6569984",,,,,,"0","","True",,
"IpOverUsbSvc","0","262","123514880","12058624","8605696","16952",,,,,,,,,"Process",,,"8",,,,,"5444",".",,,,"16952","16952","8605696","8605696","176840","176840","9162752","9162752","14053376","14053376","135725056","135725056",,,"8605696","8605696","IpOverUsbSvc",,"0",,"System.Diagnostics.ProcessThreadCollection","262","123514880","123514880","False",,,,"12058624","12058624",,,,,,"0","","True",,
"jhi_service","0","194","2203403448320","6213632","1662976","10360",,,,,,,,,"Process",,,"8",,,,,"5528",".",,,,"10360","10360","1662976","1662976","90480","90480","2977792","2977792","10092544","10092544","2203412512768","94289920",,,"1662976","1662976","jhi_service",,"0",,"System.Diagnostics.ProcessThreadCollection","194","2203403448320","85225472","False",,,,"6213632","6213632",,,,,,"0","","True",,
"Lenovo.Modern.ImController","0","1208","2257412096","183906304","228020224","94368",,,,,,,,,"Process",,,"8",,,,,"5456",".",,,,"94368","94368","228020224","228020224","407336","407336","1746313216","1746313216","1725435904","1725435904","3829252096","-465715200",,,"228020224","228020224","Lenovo.Modern.ImController",,"0",,"System.Diagnostics.ProcessThreadCollection","1208","2257412096","-2037555200","False",,,,"183906304","183906304",,,,,,"0","","True",,
"Lenovo.Modern.ImController.PluginHost.CompanionApp","2","3706","532336640","152698880","163201024","358120","C:\WINDOWS\Lenovo\iMController\PluginHost86\Lenovo.Modern.ImController.PluginHost.CompanionApp.exe",,"Lenovo Group Ltd.","888.78125","1.1.19.6","1.1.19.6","Lenovo.Modern.ImController.PluginHost","Lenovo.Modern.ImController.PluginHost","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3552","8",,"False","11/30/2020 6:07:58 AM",,"19884",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","358120","358120","163201024","163201024","734456","734456","190545920","190545920","186695680","186695680","598704128","598704128","True","Normal","163201024","163201024","Lenovo.Modern.ImController.PluginHost.CompanionApp","255","2",,"System.Diagnostics.ProcessThreadCollection","3706","532336640","532336640","False",,,,"152698880","152698880",,"System.Diagnostics.ProcessModule (Lenovo.Modern.ImController.PluginHost.CompanionApp.exe)","00:09:05.5468750","00:14:48.7812500","00:05:43.2343750","0","","True",,
"Lenovo.Modern.ImController.PluginHost.CompanionApp","2","691","5069926400","60149760","53194752","48272","C:\WINDOWS\Lenovo\iMController\PluginHost\Lenovo.Modern.ImController.PluginHost.CompanionApp.exe",,"Lenovo Group Ltd.","70.015625","1.1.19.6","1.1.19.6","Lenovo.Modern.ImController.PluginHost","Lenovo.Modern.ImController.PluginHost","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6012","8",,"False","11/30/2020 6:07:58 AM",,"25544",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","48272","48272","53194752","53194752","513984","513984","70299648","70299648","98869248","98869248","5119430656","824463360","True","Normal","53194752","53194752","Lenovo.Modern.ImController.PluginHost.CompanionApp","255","2",,"System.Diagnostics.ProcessThreadCollection","691","5069926400","774959104","False",,,,"60149760","60149760",,"System.Diagnostics.ProcessModule (Lenovo.Modern.ImController.PluginHost.CompanionApp.exe)","00:00:55.7031250","00:01:10.0156250","00:00:14.3125000","0","","True",,
"Lenovo.Modern.ImController.PluginHost.Device","2","834","324837376","54665216","52236288","63424","C:\WINDOWS\Lenovo\iMController\PluginHost86\Lenovo.Modern.ImController.PluginHost.Device.exe",,"Lenovo Group Ltd.","64.296875","1.1.19.6","1.1.19.6","Lenovo.Modern.ImController.PluginHost","Lenovo.Modern.ImController.PluginHost","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2856","8",,"False","11/30/2020 6:12:50 AM",,"8824",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","63424","63424","52236288","52236288","467032","467032","82739200","82739200","97775616","97775616","366989312","366989312","True","Normal","52236288","52236288","Lenovo.Modern.ImController.PluginHost.Device","255","2",,"System.Diagnostics.ProcessThreadCollection","834","324837376","324837376","False",,,,"54665216","54665216",,"System.Diagnostics.ProcessModule (Lenovo.Modern.ImController.PluginHost.Device.exe)","00:00:51.5156250","00:01:04.2968750","00:00:12.7812500","0","","True",,
"Lenovo.Modern.ImController.PluginHost.SettingsApp","2","480","212877312","35078144","24956928","34664","C:\WINDOWS\Lenovo\iMController\PluginHost86\Lenovo.Modern.ImController.PluginHost.SettingsApp.exe",,"Lenovo Group Ltd.","14.5625","1.1.19.6","1.1.19.6","Lenovo.Modern.ImController.PluginHost","Lenovo.Modern.ImController.PluginHost","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3444","8",,"False","12/1/2020 12:00:03 AM",,"960",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","34664","34664","24956928","24956928","334680","334680","25726976","25726976","42958848","42958848","232177664","232177664","True","Normal","24956928","24956928","Lenovo.Modern.ImController.PluginHost.SettingsApp","255","2",,"System.Diagnostics.ProcessThreadCollection","480","212877312","212877312","False",,,,"35078144","35078144",,"System.Diagnostics.ProcessModule (Lenovo.Modern.ImController.PluginHost.SettingsApp.exe)","00:00:12.4062500","00:00:14.5625000","00:00:02.1562500","0","","True",,
"Lenovo.Modern.ImController.PluginHost.SettingsApp","2","499","4973875200","40792064","36143104","35632","C:\WINDOWS\Lenovo\iMController\PluginHost\Lenovo.Modern.ImController.PluginHost.SettingsApp.exe",,"Lenovo Group Ltd.","14.734375","1.1.19.6","1.1.19.6","Lenovo.Modern.ImController.PluginHost","Lenovo.Modern.ImController.PluginHost","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5384","8",,"False","12/1/2020 12:00:01 AM",,"12036",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","35632","35632","36143104","36143104","378440","378440","37228544","37228544","53338112","53338112","5027037184","732069888","True","Normal","36143104","36143104","Lenovo.Modern.ImController.PluginHost.SettingsApp","255","2",,"System.Diagnostics.ProcessThreadCollection","499","4973875200","678907904","False",,,,"40792064","40792064",,"System.Diagnostics.ProcessModule (Lenovo.Modern.ImController.PluginHost.SettingsApp.exe)","00:00:12.0625000","00:00:14.7343750","00:00:02.6718750","0","","True",,
